,ISBN,Title,Author,PublicationYear,Subjects,ItemType,avg sales per year
2949460,0307269752,The girl with the dragon tattoo / Stieg Larsson ; translated from the Swedish by Reg Keeland.,"Larsson, Stieg, 1954-2004",2008.,"Salander Lisbeth Fictitious character Fiction, Journalists Sweden Fiction, Hackers Sweden Fiction, Rich people Sweden Fiction, Missing persons Sweden Fiction, Corporations Corrupt practices Sweden Fiction, Thrillers Fiction",acbk,611.2
3832557, 9781680510010,Discovering Seattle parks : a local's guide / Linnea Westerlind.,"Westerlind, Linnea,",2017.,"Parks Washington State Seattle Guidebooks, Outdoor recreation Washington State Seattle Guidebooks, Seattle Wash Guidebooks",pkbknh,606.0
1394583,1680510010,Discovering Seattle parks : a local's guide / Linnea Westerlind.,"Westerlind, Linnea,",2017.,"Parks Washington State Seattle Guidebooks, Outdoor recreation Washington State Seattle Guidebooks, Seattle Wash Guidebooks",pkbknh,606.0
1765820, 9780374260507,The sellout / Paul Beatty.,"Beatty, Paul",2015.,"Fathers and sons Fiction, Race relations Fiction, Satire",acbk,602.0
1241961,0374260508,The sellout / Paul Beatty.,"Beatty, Paul",2015.,"Fathers and sons Fiction, Race relations Fiction, Satire",acbk,602.0
710002,1419710206,El deafo / Cece Bell ; color by David Lasky.,"Bell, Cece",2014.,"Bell Cece Juvenile literature, Bell Cece Comic books strips etc, Deaf United States Biography Juvenile literature, Deaf United States Biography Comic books strips etc, Authors American Biography Juvenile literature, Authors American Biography Comic books strips etc, Bell Cece Cartoons and comics, Deaf Cartoons and comics, Authors Cartoons and comics, Women Biography Cartoons and comics, Bell Cece Childhood and youth Comic books strips etc, Deaf children Comic books strips etc, Schools Comic books strips etc, Hearing aids for children Comic books strips etc, Friendship Comic books strips etc, Cartoonists Biography Comic books strips etc, Comic books strips etc United States, Graphic novels, Comic books strips etc, Nonfiction comics",jcbk,596.75
3719292, 9781419710209,El deafo / Cece Bell ; color by David Lasky.,"Bell, Cece",2014.,"Bell Cece Juvenile literature, Bell Cece Comic books strips etc, Deaf United States Biography Juvenile literature, Deaf United States Biography Comic books strips etc, Authors American Biography Juvenile literature, Authors American Biography Comic books strips etc, Bell Cece Cartoons and comics, Deaf Cartoons and comics, Authors Cartoons and comics, Women Biography Cartoons and comics, Bell Cece Childhood and youth Comic books strips etc, Deaf children Comic books strips etc, Schools Comic books strips etc, Hearing aids for children Comic books strips etc, Friendship Comic books strips etc, Cartoonists Biography Comic books strips etc, Comic books strips etc United States, Graphic novels, Comic books strips etc, Nonfiction comics",jcbk,596.75
2259415, 1419712179,El deafo / Cece Bell ; color by David Lasky.,"Bell, Cece",2014.,"Bell Cece Juvenile literature, Bell Cece Comic books strips etc, Deaf United States Biography Juvenile literature, Deaf United States Biography Comic books strips etc, Authors American Biography Juvenile literature, Authors American Biography Comic books strips etc, Bell Cece Cartoons and comics, Deaf Cartoons and comics, Authors Cartoons and comics, Women Biography Cartoons and comics, Bell Cece Childhood and youth Comic books strips etc, Deaf children Comic books strips etc, Schools Comic books strips etc, Hearing aids for children Comic books strips etc, Friendship Comic books strips etc, Cartoonists Biography Comic books strips etc, Comic books strips etc United States, Graphic novels, Comic books strips etc, Nonfiction comics",jcbk,596.75
4104587, 9781419712173,El deafo / Cece Bell ; color by David Lasky.,"Bell, Cece",2014.,"Bell Cece Juvenile literature, Bell Cece Comic books strips etc, Deaf United States Biography Juvenile literature, Deaf United States Biography Comic books strips etc, Authors American Biography Juvenile literature, Authors American Biography Comic books strips etc, Bell Cece Cartoons and comics, Deaf Cartoons and comics, Authors Cartoons and comics, Women Biography Cartoons and comics, Bell Cece Childhood and youth Comic books strips etc, Deaf children Comic books strips etc, Schools Comic books strips etc, Hearing aids for children Comic books strips etc, Friendship Comic books strips etc, Cartoonists Biography Comic books strips etc, Comic books strips etc United States, Graphic novels, Comic books strips etc, Nonfiction comics",jcbk,596.75
3497260, 9781410496669,Hillbilly elegy : a memoir of a family and culture in crisis / J.D. Vance.,"Vance, J. D.",2017,"Vance J D, Vance J D Family, Working class whites United States Biography, Working class whites United States Social conditions, Appalachian Region Economic conditions, Mountain people Kentucky Social conditions, Social mobility United States Case studies, Large type books, Autobiographies",acbk,596.0
3876637,141049666X,Hillbilly elegy : a memoir of a family and culture in crisis / J.D. Vance.,"Vance, J. D.",2017,"Vance J D, Vance J D Family, Working class whites United States Biography, Working class whites United States Social conditions, Appalachian Region Economic conditions, Mountain people Kentucky Social conditions, Social mobility United States Case studies, Large type books, Autobiographies",acbk,596.0
2478441,0316206849,The cuckoo's calling / Robert Galbraith.,"Galbraith, Robert",2013.,"Private investigators England London Fiction, Afghan War 2001 Veterans Fiction, Murder Investigation Fiction, Mystery fiction",acbk,595.6
3382544, 9780316206846,The cuckoo's calling / Robert Galbraith.,"Galbraith, Robert",2013.,"Private investigators England London Fiction, Afghan War 2001 Veterans Fiction, Murder Investigation Fiction, Mystery fiction",acbk,595.6
1720343, 9781250022134,A great reckoning / Louise Penny.,"Penny, Louise",2016.,"Gamache Armand Fictitious character Fiction, Police Qu‚bec Province Fiction, Murder Investigation Fiction, Detective and mystery fiction",acbk,593.5
1720342,1250022134,A great reckoning / Louise Penny.,"Penny, Louise",2016.,"Gamache Armand Fictitious character Fiction, Police Qu‚bec Province Fiction, Murder Investigation Fiction, Detective and mystery fiction",acbk,593.5
911183, 9781101947135,Homegoing / Yaa Gyasi.,"Gyasi, Yaa,",2016.,"Women Ghana Fiction, Ghana History 18th century Fiction, Slavery Fiction, African Americans History Fiction, Historical fiction",acbk,592.5
1952960,1101947136,Homegoing / Yaa Gyasi.,"Gyasi, Yaa,",2016.,"Women Ghana Fiction, Ghana History 18th century Fiction, Slavery Fiction, African Americans History Fiction, Historical fiction",acbk,592.5
600269,1501156004,The lying game / Ruth Ware.,"Ware, Ruth.",2017.,"Female friendship Fiction, Boarding schools Fiction, Secrecy Fiction, Detective and mystery fiction, Thrillers Fiction, Psychological fiction",pkbknh,588.0
2783320, 9781501156007,The lying game / Ruth Ware.,"Ware, Ruth.",2017.,"Female friendship Fiction, Boarding schools Fiction, Secrecy Fiction, Detective and mystery fiction, Thrillers Fiction, Psychological fiction",acbk,588.0
2494792, 9780545222747,Buzz Boy and Fly Guy / Tedd Arnold.,"Arnold, Tedd",2010.,"Flies Juvenile fiction, Cartoons and comics Fiction, Superheroes Juvenile fiction",jcbk,587.375
1030790,0545222745,Buzz Boy and Fly Guy / Tedd Arnold.,"Arnold, Tedd",2010.,"Flies Juvenile fiction, Cartoons and comics Fiction, Superheroes Juvenile fiction",jcbk,587.375
1003017, 9780062268341,Yes please / Amy Poehler.,"Poehler, Amy, 1971-",2014.,"Poehler Amy 1971, Women comedians United States Biography, Television actors and actresses United States Biography",acbk,580.25
952453,0062268341,Yes please / Amy Poehler.,"Poehler, Amy, 1971-",2014.,"Poehler Amy 1971, Women comedians United States Biography, Television actors and actresses United States Biography",acbk,580.25
3304819, 9781594631764,And the mountains echoed / Khaled Hosseini.,"Hosseini, Khaled",2013.,"Families Fiction, Interpersonal relations Fiction, Brothers and sisters Fiction, Community life Fiction, Afghanistan Fiction, Domestic fiction, Historical fiction",acbk,577.8
3304818,159463176X,And the mountains echoed / Khaled Hosseini.,"Hosseini, Khaled",2013.,"Families Fiction, Interpersonal relations Fiction, Brothers and sisters Fiction, Community life Fiction, Afghanistan Fiction, Domestic fiction, Historical fiction",acbk,577.8
3285600, 9781250069795,Truly madly guilty / Liane Moriarty.,"Moriarty, Liane",2016.,"Couples Fiction, Friendship Fiction, Domestic fiction",acbk,571.5
2437917,1250069793,Truly madly guilty / Liane Moriarty.,"Moriarty, Liane",2016.,"Couples Fiction, Friendship Fiction, Domestic fiction",acbk,571.5
3702928, 9781423143420,Happy Pig Day! / by Mo Willems.,"Willems, Mo",2011.,"Gerald Fictitious character Willems Juvenile fiction, Piggie Fictitious character Willems Juvenile fiction, Pigs Fiction, Elephants Juvenile fiction, Parties Fiction, Friendship Fiction",jcbk,569.8571428571429
2781838,1423143426,Happy Pig Day! / by Mo Willems.,"Willems, Mo",2011.,"Gerald Fictitious character Willems Juvenile fiction, Piggie Fictitious character Willems Juvenile fiction, Pigs Fiction, Elephants Juvenile fiction, Parties Fiction, Friendship Fiction",jcbk,569.8571428571429
2920213,0374275637,"Thinking, fast and slow / Daniel Kahneman.","Kahneman, Daniel, 1934-",2011.,"Thought and thinking, Decision making, Intuition, Reasoning",acbk,569.1428571428571
2920214, 9780374275631,"Thinking, fast and slow / Daniel Kahneman.","Kahneman, Daniel, 1934-",2011.,"Thought and thinking, Decision making, Intuition, Reasoning",acbk,569.1428571428571
2873863,1410470229,All the light we cannot see / Anthony Doerr.,"Doerr, Anthony, 1973-",2014.,"Blind Fiction, World War 1939 1945 Youth France Fiction, World War 1939 1945 Youth Germany Fiction, France History German occupation 1940 1945 Fiction, Saint Malo France Fiction, Large type books, Historical fiction",acbk,569.0
3864351, 9781410470225,All the light we cannot see / Anthony Doerr.,"Doerr, Anthony, 1973-",2014.,"Blind Fiction, World War 1939 1945 Youth France Fiction, World War 1939 1945 Youth Germany Fiction, France History German occupation 1940 1945 Fiction, Saint Malo France Fiction, Large type books, Historical fiction",acbk,569.0
1125860,0545540593,Sisters / Raina Telgemeier ; with color by Braden Lamb.,"Telgemeier, Raina",2014.,"Sisters Comic books strips etc, Families Comic books strips etc, Interpersonal relations Comic books strips etc",jcbk,564.75
4032912, 9780545540599,Sisters / Raina Telgemeier ; with color by Braden Lamb.,"Telgemeier, Raina",2014.,"Sisters Comic books strips etc, Families Comic books strips etc, Interpersonal relations Comic books strips etc",jcbk,564.75
2710548, 0545540607,Sisters / Raina Telgemeier ; with color by Braden Lamb.,"Telgemeier, Raina",2014.,"Sisters Comic books strips etc, Families Comic books strips etc, Interpersonal relations Comic books strips etc",jcbk,564.75
2519744, 9780545540605,Sisters / Raina Telgemeier ; with color by Braden Lamb.,"Telgemeier, Raina",2014.,"Sisters Comic books strips etc, Families Comic books strips etc, Interpersonal relations Comic books strips etc",jcbk,564.75
3774717, 9781423140603,The mark of Athena / Rick Riordan.,"Riordan, Rick",2012.,"Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Giants Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction",jcbk,564.3333333333334
712576,1423140605,The mark of Athena / Rick Riordan.,"Riordan, Rick",2012.,"Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Giants Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction",jcbk,564.3333333333334
3873486, 9780316228534,The casual vacancy / J.K. Rowling.,"Rowling, J. K.",2012.,"City council members Death Fiction, Local elections Fiction, Country life England Fiction, England Fiction, Black humor Literature",acbk,561.8333333333334
3175232,0316228532,The casual vacancy / J.K. Rowling.,"Rowling, J. K.",2012.,"City council members Death Fiction, Local elections Fiction, Country life England Fiction, England Fiction, Black humor Literature",acbk,561.8333333333334
2523280,0545312841,There's a Fly Guy in my soup / Tedd Arnold.,"Arnold, Tedd",2012.,"Restaurants Juvenile fiction, Flies Juvenile fiction",jcbk,559.6666666666666
2313088, 9780545312844,There's a Fly Guy in my soup / Tedd Arnold.,"Arnold, Tedd",2012.,"Restaurants Juvenile fiction, Flies Juvenile fiction",jcbk,559.6666666666666
170628, 0545498570,There's a Fly Guy in my soup / Tedd Arnold.,"Arnold, Tedd",2012.,"Restaurants Juvenile fiction, Flies Juvenile fiction",jcbk,559.6666666666666
2356336, 9780545498579,There's a Fly Guy in my soup / Tedd Arnold.,"Arnold, Tedd",2012.,"Restaurants Juvenile fiction, Flies Juvenile fiction",jcbk,559.6666666666666
1677117,0399255370,The day the crayons quit / Drew Daywalt ; illustrated by Oliver Jeffers.,"Daywalt, Drew",2013.,"Crayons Juvenile fiction, Letters Juvenile fiction, Color Fiction",jcbk,554.2
3182938, 9780399255373,The day the crayons quit / Drew Daywalt ; illustrated by Oliver Jeffers.,"Daywalt, Drew",2013.,"Crayons Juvenile fiction, Letters Juvenile fiction, Color Fiction",jcbk,554.2
910823,0316225940,The wrong side of goodbye : a novel / Michael Connelly.,"Connelly, Michael, 1956-",2016.,"Bosch Harry Fiction, Police California Los Angeles Fiction, Murder Investigation Fiction, Los Angeles Calif Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,553.5
57218, 9780316225946,The wrong side of goodbye : a novel / Michael Connelly.,"Connelly, Michael, 1956-",2016.,"Bosch Harry Fiction, Police California Los Angeles Fiction, Murder Investigation Fiction, Los Angeles Calif Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,553.5
3817151,0545222761,"Ride, Fly Guy, ride! / Tedd Arnold.","Arnold, Tedd",2012.,"Flies Juvenile fiction, Transportation Juvenile fiction",jcbk,553.3333333333334
720789, 9780545222761,"Ride, Fly Guy, ride! / Tedd Arnold.","Arnold, Tedd",2012.,"Flies Juvenile fiction, Transportation Juvenile fiction",jcbk,553.3333333333334
454002,0670026638,A tale for the time being / Ruth Ozeki.,"Ozeki, Ruth L.",2013.,"Teenage girls Fiction, Buddhist nuns Fiction, Women authors Fiction, Tokyo Japan Fiction, Vancouver Island B C Fiction, Psychological fiction",acbk,550.0
375435, 9780670026630,A tale for the time being / Ruth Ozeki.,"Ozeki, Ruth L.",2013.,"Teenage girls Fiction, Buddhist nuns Fiction, Women authors Fiction, Tokyo Japan Fiction, Vancouver Island B C Fiction, Psychological fiction",acbk,550.0
2002955,1594488398,The interestings / Meg Wolitzer.,"Wolitzer, Meg",2013.,"Gifted persons Fiction, Self realization Fiction, Friendship Fiction, Bildungsromans",acbk,547.2
28930, 9781594488399,The interestings / Meg Wolitzer.,"Wolitzer, Meg",2013.,"Gifted persons Fiction, Self realization Fiction, Friendship Fiction, Bildungsromans",acbk,547.2
3756448, 9780802123411,H is for Hawk / Helen Macdonald.,"Macdonald, Helen, 1970-",2014.,"Macdonald Helen 1970, White T H Terence Hanbury 1906 1964, Hawks, Grief, Spirituality",acbk,547.0
3756447,0802123414,H is for Hawk / Helen Macdonald.,"Macdonald, Helen, 1970-",2014.,"Macdonald Helen 1970, White T H Terence Hanbury 1906 1964, Hawks, Grief, Spirituality",acbk,547.0
1533187, 0545540623,Ghosts / Raina Telgemeier ; with color by Braden Lamb.,"Telgemeier, Raina",2016.,"Sisters Comic books strips etc, Sisters Juvenile fiction, Ghosts Comic books strips etc, Cystic fibrosis Comic books strips etc, Cystic fibrosis Juvenile fiction, Moving Household Comic books strips etc, Moving Household Juvenile fiction, Families California Northern Comic books strips etc, Families California Northern Juvenile fiction, California Northern Comic books strips etc, California Northern Juvenile fiction, Sisters Fiction, Ghosts Fiction, Cystic fibrosis Fiction, Moving Household Fiction, Family life Fiction, Cartoons and comics, California Northern Fiction, Graphic novels, Comics Graphic works",jcbk,544.0
